id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
57757,0.534893,tcp,http,FIN,10,10,766,4226,35.521124,62,252,10319.82129,56893.625,2,3,59.320889,53.82,3082.00998,3567.657653,255,1743223188,3070168356,255,0.103732,0.050503,0.053229,77,423,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Exploits,1
54802,1e-05,vmtp,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,2,2,2,2,0,0,0,2,12,0,Backdoor,1
24887,0.279848,tcp,smtp,FIN,52,42,37196,3380,332.32325,31,29,1042880.375,94336.92188,18,8,5.480176,6.813488,572.010771,19.093123,255,573357064,2719733749,255,0.00062,0.00049,0.00013,715,80,0,0,2,0,3,1,1,2,0,0,0,5,3,0,Normal,0
45795,1.428784,tcp,http,FIN,10,8,1292,354,11.898229,254,252,6511.831055,1735.741699,2,1,154.344444,188.606422,8772.672668,338.968969,255,3437754332,294354518,255,0.216481,0.108536,0.107945,129,44,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Worms,1
55049,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,9,2,2,2,1,2,0,0,0,2,9,0,Generic,1
4263,6e-06,udp,-,INT,2,0,2050,0,166666.6608,254,0,1366666624.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1025,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Worms,1
53233,1e-05,wb-expak,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,4,4,4,4,0,0,0,5,12,0,Backdoor,1
62797,0.680026,tcp,-,FIN,10,10,836,1166,27.940108,62,252,8858.485352,12352.46875,2,2,75.558444,68.758891,4759.529523,114.746906,255,3372606953,3933965920,255,0.121024,0.060477,0.060547,84,117,0,0,10,1,1,1,1,1,0,0,0,2,5,0,Analysis,1
1587,1.260943,tcp,http,FIN,10,6,1282,268,11.895858,254,252,7321.504395,1421.158569,2,1,138.352778,245.242,9637.030379,450.915937,255,560953154,4194638564,255,0.098667,0.034732,0.063935,128,45,1,0,4,1,1,1,1,1,0,0,1,1,1,0,Worms,1
43097,8e-06,udp,-,INT,2,0,1066,0,125000.0003,254,0,533000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,31,2,13,13,1,31,0,0,0,13,31,0,Normal,0
63329,0.620887,tcp,-,FIN,10,10,814,1302,30.601382,62,252,9444.552734,15100.97656,2,2,68.987444,60.766891,4491.201602,105.964359,255,2824908566,1413370794,255,0.132675,0.061199,0.071476,81,130,0,0,3,1,1,1,1,1,0,0,0,1,3,0,Analysis,1
48588,0.476089,tcp,http,FIN,10,6,1296,268,31.506714,254,252,19609.7793,3764.002197,2,1,52.898778,75.371797,2719.321673,140.007906,255,3908003714,4284050677,255,0.104906,0.070645,0.034261,130,45,0,0,1,1,1,1,1,1,0,0,0,7,1,0,Worms,1
49237,0.150003,udp,-,CON,8,4,362,178,73.331866,254,60,16906.32813,7146.523926,0,0,21.429,22.978666,32.625574,32.489672,0,0,0,0,0.0,0.0,0.0,45,45,0,0,1,3,1,1,1,1,0,0,0,1,1,0,DoS,1
22464,1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,18,18,0,Generic,1
26521,0.346329,tcp,ftp-data,FIN,6,8,320,1860,37.536562,31,29,6167.545898,37605.85938,1,2,69.1948,49.40643,4883.334921,120.693664,255,2200390844,2536965243,255,0.000625,0.000483,0.000142,53,233,0,0,2,0,1,1,1,1,0,0,0,2,2,0,Normal,0
63811,1.7e-05,gre,-,INT,2,0,156,0,58823.52838,254,0,36705880.0,0.0,0,0,0.017,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,78,0,0,0,10,2,2,2,2,2,0,0,0,4,2,0,DoS,1
11472,0.796534,tcp,http,FIN,10,8,1296,354,21.342466,254,252,11720.78027,3113.489258,2,1,88.392556,103.41557,5089.784871,176.667234,255,2138625795,1026828012,255,0.13926,0.072619,0.066641,130,44,1,0,5,1,1,2,1,1,0,0,1,2,1,0,Worms,1
6176,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,28,2,6,6,1,28,0,0,0,6,28,0,Fuzzers,1
68514,0.645759,tcp,http,FIN,10,8,856,1186,26.325611,62,252,9551.550781,12859.28711,2,2,71.734889,75.094,3558.743668,113.918859,255,3022499501,3331375481,255,0.222724,0.120092,0.102632,86,148,1,171,3,1,1,1,1,3,0,0,1,2,3,0,Normal,0
49809,7e-06,ax.25,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,4,4,4,4,0,0,0,4,9,0,Backdoor,1
20790,3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,35,35,22,35,0,0,0,35,35,0,Generic,1
47938,7.6e-05,mobile,-,INT,1,0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,9,2,6,6,6,6,0,0,0,6,8,0,DoS,1
7719,3e-06,unas,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,4,3,3,7,0,0,0,6,7,0,DoS,1
44912,6e-06,udp,-,INT,2,0,524,0,166666.6608,254,0,349333312.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,262,0,0,0,1,2,1,1,1,1,0,0,0,1,6,0,Shellcode,1
49785,5e-06,ippc,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,19,2,4,4,4,4,0,0,0,4,18,0,Exploits,1
44476,1.257224,tcp,-,FIN,18,16,2304,2372,26.248307,62,252,13846.37988,14151.81445,6,6,73.954353,77.720867,3764.919097,100.306938,255,1775388497,1349669757,255,0.127615,0.059736,0.067879,128,148,0,0,1,1,2,1,1,1,0,0,0,1,4,0,Exploits,1
8853,0.716176,tcp,http,FIN,10,8,1314,354,23.737183,254,252,13214.62891,3462.836182,2,1,70.949222,95.113711,5325.112416,119.182578,255,1751333877,699434397,255,0.099212,0.050377,0.048835,131,44,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Worms,1
55939,1e-05,secure-vmtp,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,2,2,2,2,0,0,0,2,10,0,Backdoor,1
56465,1e-06,rsvp,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,6,6,6,0,0,0,6,12,0,Backdoor,1
3104,5e-06,ddx,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,1,1,1,3,0,0,0,10,3,0,Analysis,1
2941,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,6,0,0,0,2,5,0,DoS,1
822,4.23501,tcp,http,FIN,46,236,2314,308456,66.351671,254,252,4276.730957,580209.25,2,116,94.089292,17.785219,4511.060777,2129.54145,255,3840933853,1541394341,255,0.206742,0.108835,0.097907,50,1307,1,149237,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
10537,0.420577,tcp,http,FIN,10,10,786,984,45.176033,62,252,13467.21289,16853.03711,2,2,46.730778,40.229,3013.581801,92.794953,255,1987255968,3203412970,255,0.0831,0.037596,0.045504,79,98,1,35,1,1,1,1,1,1,0,0,1,1,1,0,Exploits,1
2626,1.102362,tcp,-,FIN,16,10,904,556,22.678575,254,252,6154.058105,3635.829102,5,3,69.513533,112.760891,3726.960157,157.997641,255,327772611,1689763035,255,0.129375,0.087505,0.04187,57,56,0,0,3,1,1,1,1,3,0,0,0,2,3,0,Fuzzers,1
52619,1.1e-05,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,4,3,3,4,0,0,0,8,11,0,Analysis,1
45306,0.477079,tcp,-,FIN,10,6,1822,268,31.441333,254,252,27500.68555,3756.191406,2,1,53.008778,84.781,2623.344581,130.777773,255,2236529322,3184993434,255,0.08248,0.052479,0.030001,182,45,0,0,4,1,1,1,1,1,0,0,0,1,4,0,Fuzzers,1
52294,3e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,5,4,4,5,0,0,0,8,11,0,Backdoor,1
8679,7e-06,udp,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,2,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
46601,4e-06,udp,-,INT,2,0,744,0,250000.0006,254,0,744000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,372,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,Shellcode,1
50697,1.1e-05,igp,-,INT,2,0,180,0,90909.0902,254,0,65454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,14,2,14,14,14,14,0,0,0,15,14,0,Backdoor,1
47428,9e-06,udp,-,INT,2,0,2050,0,111111.1072,254,0,911111104.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1025,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Worms,1
54930,1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,3,2,2,3,0,0,0,8,7,0,Analysis,1
51069,4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,3,3,3,3,0,0,0,4,10,0,Generic,1
50205,0.626494,tcp,-,FIN,20,8,17266,354,43.096982,254,252,209457.7188,3958.537598,7,1,31.931264,78.018859,2329.081199,119.504273,255,1871076962,123051616,255,0.172129,0.080359,0.09177,863,44,0,0,5,1,1,1,1,1,0,0,0,2,3,0,Fuzzers,1
54561,4e-06,idpr,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,22,2,4,4,4,4,0,0,0,6,17,0,Analysis,1
44137,0.991529,tcp,http,FIN,10,6,2270,268,15.128151,254,252,16483.63281,1807.309692,2,1,108.166667,178.916203,6387.131562,310.5915,255,3415272825,1291124317,255,0.178128,0.096945,0.081183,227,45,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Exploits,1
9281,3.793023,tcp,smtp,FIN,382,74,489830,4058,119.957086,62,252,1030414.0,8444.978516,188,8,9.981639,50.922754,1182.749985,61.575363,255,2180904781,1644353352,255,0.117417,0.060813,0.056604,1282,55,0,0,1,1,1,1,1,2,0,0,0,7,1,0,Exploits,1
50250,0.187329,tcp,http,FIN,10,6,874,268,80.073029,254,252,33609.32031,9566.057617,2,1,19.456778,35.922,1005.675665,59.499102,255,4250188208,2037130432,255,0.053611,0.007715,0.045896,87,45,1,0,2,1,1,1,1,1,0,0,1,1,1,0,Reconnaissance,1
43437,9e-06,udp,-,INT,2,0,78,0,111111.1072,254,0,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,26,2,7,7,1,25,0,0,0,7,25,0,Normal,0
55562,4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,2,2,2,2,0,0,0,6,9,0,Backdoor,1
1846,8e-06,br-sat-mon,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,10,4,0,DoS,1
56726,3e-06,ipx-n-ip,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,4,4,4,4,0,0,0,7,13,0,Analysis,1
2652,0.964615,tcp,-,FIN,10,8,490,354,17.623612,254,252,3657.417725,2570.973877,2,1,100.966778,127.051289,6548.810739,191.484938,255,4066159036,2481281086,255,0.113751,0.075251,0.0385,49,44,0,0,2,1,9,1,1,1,0,0,0,3,1,0,Shellcode,1
73235,1.813685,tcp,-,FIN,10,8,832,354,9.373182,254,252,3303.770996,1367.381836,2,1,195.905222,238.231141,11288.50088,390.064875,255,4237688686,1516773860,255,0.246197,0.146059,0.100138,83,44,0,0,2,1,1,1,1,1,0,0,0,2,2,0,Normal,0
60347,0.22641,tcp,-,FIN,10,6,1314,268,66.25149,254,252,41800.27344,7914.844727,2,1,22.389,34.993801,1105.716695,46.969715,255,3056194095,3142909258,255,0.067477,0.051439,0.016038,131,45,0,0,2,1,1,1,1,1,0,0,0,1,2,0,Worms,1
57267,7e-06,iplt,-,INT,2,0,200,0,142857.1409,254,0,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,6,6,6,6,0,0,0,9,10,0,Backdoor,1
50265,2e-06,udp,-,INT,2,0,944,0,500000.0013,254,0,1888000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,472,0,0,0,2,2,1,1,1,1,0,0,0,1,2,0,Shellcode,1
7303,8e-06,cpnx,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,2,2,2,7,0,0,0,10,6,0,Exploits,1
52869,25.090731,ospf,-,INT,42,0,2184,0,1.63407,254,0,679.772949,0.0,0,0,611.969125,0.0,713.159188,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,Analysis,1
57528,1e-05,unas,-,INT,2,0,200,0,500000.0013,254,0,400000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,15,2,4,4,4,4,0,0,0,9,14,0,Backdoor,1
51980,0.256677,tcp,http,FIN,10,6,1022,268,58.439205,254,252,28674.16992,6981.537109,2,1,25.012556,39.426801,1286.961789,53.508348,255,1550911366,1539411766,255,0.085167,0.059532,0.025635,102,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,Worms,1
75591,0.353038,tcp,-,FIN,10,6,756,268,42.488342,254,252,15431.76563,5075.94043,2,1,37.340111,54.102199,2084.007684,87.151477,255,784480862,847075788,255,0.155207,0.082517,0.07269,76,45,0,0,5,1,2,2,1,3,0,0,0,2,3,0,Normal,0
47354,7.6e-05,swipe,-,INT,1,0,60,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,60,0,0,0,9,2,6,6,6,6,0,0,0,6,8,0,Generic,1
5298,0.928794,tcp,http,FIN,10,6,1302,268,16.149975,254,252,10094.81055,1929.383667,2,1,96.318667,157.907406,5106.424147,254.466859,255,1102451960,1730706679,255,0.239367,0.139249,0.100118,130,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
50175,3e-06,udp,-,INT,2,0,78,0,333333.3215,254,0,104000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,13,2,3,3,1,3,0,0,0,5,7,0,Fuzzers,1
54518,0.747686,tcp,-,FIN,10,8,564,354,22.736816,254,252,5435.436523,3316.900391,2,1,80.194667,97.645141,6245.49383,140.357703,255,1588075189,2142189115,255,0.100001,0.064153,0.035848,56,44,0,0,1,1,3,1,1,1,0,0,0,1,1,0,Reconnaissance,1
53405,6e-06,smp,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,4,4,4,4,0,0,0,8,14,0,Analysis,1
49052,5e-06,sat-expak,-,INT,2,0,200,0,200000.0051,254,0,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,19,2,4,4,4,4,0,0,0,5,18,0,Analysis,1
15265,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,35,2,36,35,19,35,0,0,0,35,35,0,Generic,1
25341,0.014981,tcp,-,FIN,38,40,2438,20718,5139.843887,31,29,1267739.125,10787531.0,7,13,0.396081,0.368667,24.382722,22.0465,255,1150902156,3300780694,255,0.000759,0.000592,0.000167,64,518,0,0,4,0,3,1,1,1,0,0,0,3,7,0,Normal,0
68571,0.79975,tcp,http,FIN,10,8,860,1148,21.256643,62,252,7742.419922,10053.1416,2,2,88.755778,104.541859,4385.3387,168.556766,255,3179329314,443646936,255,0.174438,0.067955,0.106483,86,144,1,153,1,1,2,1,1,1,0,0,1,3,3,0,Normal,0
50011,0.014116,udp,-,CON,2,2,76,122,212.524789,254,60,21535.8457,34570.69922,0,0,0.003,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,38,61,0,0,3,3,1,1,1,1,0,0,0,2,1,0,Backdoor,1
42995,1e-05,udp,-,INT,2,0,2058,0,100000.0025,254,0,823200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1029,0,0,0,4,2,3,3,1,4,0,0,0,3,4,0,Normal,0
7799,8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,2,2,2,8,0,0,0,7,8,0,Reconnaissance,1
6941,3e-06,scps,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,12,5,0,DoS,1
7448,3e-06,qnx,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,12,5,0,DoS,1
52843,7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,8,7,4,7,0,0,0,7,14,0,Generic,1
9143,1.4e-05,udp,-,INT,2,0,148,0,71428.57045,254,0,42285712.0,0.0,0,0,0.014,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,74,0,0,0,3,2,1,1,1,1,0,0,0,2,2,0,Shellcode,1
58121,1e-05,unas,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,3,2,2,3,0,0,0,6,11,0,DoS,1
15183,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,51,2,23,23,10,51,0,0,0,23,51,0,Generic,1
58666,1.274461,tcp,ftp,FIN,14,14,810,768,21.185426,254,252,4726.704102,4481.894531,4,4,95.471462,92.198078,5204.489411,132.929344,255,2866291602,4184993834,255,0.168125,0.075881,0.092244,58,55,0,0,3,1,1,1,1,1,0,0,0,1,3,0,Fuzzers,1
8572,0.963879,tcp,http,FIN,10,8,904,354,17.637069,254,252,6756.034668,2572.937012,2,1,107.097667,133.204578,7190.51183,191.567406,255,3072563676,2733305632,255,0.090074,0.030758,0.059316,90,44,1,0,1,1,1,1,1,1,0,0,1,1,2,0,Reconnaissance,1
43985,3.99375,tcp,http,FIN,48,236,2416,308476,70.860718,254,252,4739.405273,615299.375,2,116,84.973407,16.561085,4002.976879,1923.690198,255,2507864534,1188416310,255,0.217738,0.101218,0.11652,50,1307,0,0,1,1,1,1,1,1,0,0,0,1,2,0,Worms,1
8497,0.198608,tcp,http,FIN,10,6,1294,268,75.52566,254,252,46926.60938,9022.798828,2,1,20.580556,38.292,1099.949351,64.418328,255,4197198648,1509543957,255,0.053521,0.007142,0.046379,129,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,Worms,1
19448,9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,25,43,0,0,0,44,43,0,Generic,1
58773,1e-05,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,4,4,4,4,0,0,0,6,10,0,Backdoor,1
75682,0.049038,udp,-,INT,3,0,158,0,40.784697,254,0,17292.71094,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,53,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,Normal,0
7006,3e-06,idrp,-,INT,2,0,200,0,333333.3215,254,0,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,1,1,1,7,0,0,0,1,7,0,DoS,1
49045,1e-05,sprite-rpc,-,INT,2,0,200,0,100000.0025,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,15,2,2,2,2,2,0,0,0,7,12,0,Analysis,1
